archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,TNFRSF10B,2.8496e-08,4.0685,3.7181,1,1
1,PLBD1,0.0017641,4.0106,2.853,1,1
1,FBXO17,0.0013871,4.0029,2.5864,1,1
1,HLA-E,2.3654e-06,4.0005,3.3732,1,1
1,PTPN14,6.9293e-08,3.9518,3.344,1,1
1,S100A10,0.0034322,3.9042,2.7041,1,1
1,AJUBA,2.5778e-08,3.9004,3.609,1,1
1,CDC42EP1,1.3223e-05,3.875,3.1079,1,1
1,MRC2,7.2105e-07,3.8515,3.129,1,1
1,TEAD2,1.7116e-05,3.8436,2.9983,1,1
1,APOBEC3B,4.0073e-05,3.8414,3.0711,1,1
1,ADGRE5,0.00010845,3.8196,2.7573,1,1
1,CD44,0.0015189,3.8146,3.2635,1,1
1,HMGA2,1.9263e-05,3.7853,3.2187,1,1
1,CRIM1,1.0604e-05,3.7841,3.1835,1,1
1,PIEZO1,1.906e-06,3.7637,2.975,1,1
1,EHD2,1.7472e-06,3.7572,3.0331,1,1
1,PMP22,1.1267e-06,3.7395,3.1585,1,1
1,EGFR,7.8282e-05,3.7358,2.4066,1,1
1,LGALS3,0.00011241,3.7341,2.595,1,1
1,THBS1,0.0051916,3.7329,2.3886,1,1
1,IFITM2,0.00025131,3.7156,2.7046,1,1
1,CCND1,0.0007696,3.7047,2.9724,1,1
1,EPHB4,3.9924e-07,3.6834,3.1041,1,1
1,COL6A2,1.2453e-05,3.6723,2.9584,1,1
1,IGF2BP1,0.00087311,3.6158,2.2825,1,1
1,IGFBP3,0.00047456,3.6156,2.9614,1,1
1,TRIM5,3.1699e-07,3.6096,2.9146,1,1
1,RARG,2.5778e-08,3.6063,3.0616,1,1
1,TGFB1,1.349e-05,3.5903,2.8465,1,1
1,GJA1,0.0016619,3.5784,3.0496,1,1
1,SLC2A3,0.0013457,3.5649,2.0357,1,1
1,PDGFC,1.8521e-05,3.5643,2.9355,1,1
1,PLK2,2.2658e-06,3.5633,3.2828,1,1
1,MYADM,0.00010844,3.5564,2.7363,1,1
1,ITGB5,1.7473e-06,3.5424,3.1957,1,1
1,RRAS,1.5201e-05,3.5268,2.7063,1,1
1,STAT6,0.00038934,3.5149,2.0379,1,1
1,LAMB2,7.0571e-06,3.5063,3.1917,1,1
1,ITGA5,1.349e-05,3.496,2.9566,1,1
1,CAV2,2.0033e-05,3.4903,3.4467,1,1
1,FSTL1,2.2524e-05,3.4893,3.4034,1,1
1,EPHA2,8.4155e-08,3.4868,3.29,1,1
1,SELENOM,0.00027832,3.4798,2.3156,1,1
1,IFI16,0.0028141,3.4714,1.9347,1,1
1,FXYD5,9.7801e-06,3.4544,3.4155,1,1
1,KDELR3,4.6623e-06,3.4503,2.6283,1,1
1,SPHK1,6.2985e-07,3.4477,3.0195,1,1
1,PSMB9,0.00019079,3.4445,2.4616,1,1
1,OLFM2,2.3654e-06,3.4328,2.9134,1,1
1,SYCP2,6.7728e-06,3.4012,2.4724,1,1
1,TNFRSF12A,2.4346e-05,3.3935,2.7887,1,1
1,REST,3.6561e-08,3.3821,3.022,1,1
1,LATS2,6.2856e-08,3.3545,3.2151,1,1
1,RNF212,0.011467,3.3415,1.7676,1,1
1,ZC4H2,0.0014737,3.3384,1.8971,1,1
1,RHBDF1,5.0683e-06,3.3294,2.4292,1,1
1,SYDE1,5.4272e-08,3.3291,3.0741,1,1
1,IL1RAP,5.4119e-05,3.2889,2.2732,1,1
1,RBPMS2,7.6592e-06,3.2534,2.4188,1,1
1,FGFRL1,3.0576e-06,3.24,2.5591,1,1
1,CD70,2.8886e-07,3.2382,3.1421,1,1
1,IER3,2.6902e-06,3.2048,2.9038,1,1
1,BLVRB,8.8325e-08,3.1809,3.1198,1,1
1,HOXC10,8.7323e-05,3.1726,2.8381,1,1
1,PYGL,0.0015653,3.1436,2.0846,1,1
1,SP100,0.0079323,3.1358,1.8014,1,1
1,CTSL,5.4121e-05,3.1224,3.0813,1,1
1,WTIP,2.8494e-08,3.1111,3.1492,1,1
1,TRIP6,0.0015653,3.0678,1.9422,1,1
1,LTBP1,2.8418e-05,3.0668,2.5722,1,1
1,CALD1,0.00084609,3.0532,2.8321,1,1
1,RAB31,8.6584e-06,3.0529,2.6543,1,1
1,CYBRD1,2.2966e-05,3.0525,2.4644,1,1
1,ISG15,0.001228,3.0514,1.9882,1,1
1,IFI35,8.4205e-05,3.0499,2.1513,1,1
1,FKBP10,2.6307e-05,3.0222,2.6738,1,1
1,DMKN,0.0025817,3.0178,2.347,1,1
1,PLIN3,4.0375e-08,3.016,3.2301,1,1
1,CLDN1,0.009256,3.0028,2.3978,1,1
1,STOM,8.5748e-05,2.9924,2.6755,1,1
1,ETV4,3.8583e-05,2.992,2.2704,1,1
1,EFEMP2,2.7343e-05,2.9892,2.3766,1,1
1,CPNE8,0.011611,2.9807,1.539,1,1
1,PPIC,8.3127e-06,2.9654,2.6457,1,1
1,FBXO27,0.0092559,2.9613,1.4839,1,1
1,NOTCH2,2.0829e-07,2.9606,2.9021,1,1
1,TUBB4A,0.00028785,2.9584,2.1258,1,1
1,AXL,1.6449e-07,2.9165,3.3917,1,1
1,SERPINB6,0.00055854,2.8769,2.145,1,1
1,HFE,3.8595e-06,2.8543,2.186,1,1
1,BST2,0.00072221,2.8306,2.9028,1,1
1,SERPINH1,1.0207e-07,2.8207,2.894,1,1
1,MFGE8,2.6901e-06,2.8203,3.5132,1,1
1,WWC2,8.3124e-06,2.8123,2.3681,1,1
1,EFNA4,1.0184e-05,2.7808,2.0644,1,1
1,CD99,3.1888e-05,2.7667,3.2154,1,1
1,RASSF8,2.6306e-05,2.7614,2.1205,1,1
1,TNFSF12,0.00038933,2.7539,2.3247,1,1
1,OAF,4.4712e-06,2.7303,2.1187,1,1
1,SIRPA,0.00041598,2.7278,1.8941,1,1
1,MICB,0.00013917,2.725,2.097,1,1
1,YBX3,4.6623e-06,2.7235,3.2786,1,1
1,GAS2L1,4.5813e-07,2.7146,2.1862,1,1
1,ANXA2,3.8131e-07,2.7128,3.0074,1,1
1,ZYX,1.6729e-06,2.7029,2.9587,1,1
1,GABRE,0.0007455,2.6883,2.0234,1,1
1,ADM,0.00036427,2.6714,2.3177,1,1
1,COL6A1,0.00084609,2.6554,1.9857,1,1
1,PROS1,0.00049035,2.6456,1.8794,1,1
1,RAB34,8.4155e-08,2.6423,2.9866,1,1
1,RNF135,0.00017488,2.6405,1.7629,1,1
1,ACTA2,0.0031536,2.6404,2.2981,1,1
1,NQO1,0.0007696,2.6372,1.9406,1,1
1,ZNF217,6.7728e-06,2.6315,2.7636,1,1
1,KIRREL1,5.0226e-05,2.6309,2.4686,1,1
1,TNFRSF10D,5.5078e-06,2.6256,2.1474,1,1
1,HMOX1,2.5122e-07,2.6161,2.344,1,1
1,HLA-F,7.8282e-05,2.6115,2.2612,1,1
1,SGMS2,2.0784e-06,2.5984,1.9614,1,1
1,IL4R,6.2367e-06,2.5474,2.2598,1,1
1,ATP8B3,4.8612e-06,2.5468,2.0249,1,1
1,TMEM200B,2.2524e-05,2.545,2.1648,1,1
1,FBXO2,1.7806e-05,2.5404,2.5891,1,1
1,CHST3,3.8129e-07,2.5319,2.265,1,1
1,HOXC13,7.3522e-06,2.529,1.9359,1,1
1,NFKB2,6.7629e-08,2.5255,2.4507,1,1
1,RFLNB,0.00028792,2.5234,1.7608,1,1
1,GALNT14,0.0018173,2.5233,2.0436,1,1
1,NOTCH3,7.547e-05,2.5101,2.5586,1,1
1,IGFBP4,0.0001165,2.5048,2.6425,1,1
1,NTN1,0.00010275,2.5048,1.7152,1,1
1,COL4A1,0.00024286,2.4967,2.1267,1,1
1,SQOR,6.7596e-05,2.4665,1.7097,1,1
1,TRIM7,2.8075e-06,2.4523,2.1235,1,1
1,KIF1C,1.7474e-06,2.4426,2.0089,1,1
1,ARSD,0.0091384,2.4346,1.3592,1,1
1,COL18A1,1.5816e-05,2.4344,2.0233,1,1
1,ITGB4,2.6306e-05,2.427,2.3633,1,1
1,COL5A1,5.0224e-05,2.424,2.1359,1,1
1,SP110,3.6228e-06,2.4209,1.9985,1,1
1,SMAD3,1.7474e-06,2.4148,2.3617,1,1
1,CCDC102A,1.6015e-06,2.4126,1.941,1,1
1,BCL2L12,1.4268e-07,2.3995,2.4495,1,1
1,RHOD,0.013464,2.3951,1.7775,1,1
1,KCNG1,0.0014516,2.3923,1.9893,1,1
1,PLEKHA4,0.00095906,2.3888,1.572,1,1
1,FLNC,0.004408,2.3856,1.9906,1,1
1,AKAP7,6.4989e-06,2.3658,1.7248,1,1
1,HACD1,5.6171e-05,2.3656,2.1133,1,1
1,TCF7L1,1.9263e-05,2.3635,1.7951,1,1
1,P3H2,2.4692e-06,2.3635,2.6267,1,1
1,TCIRG1,0.011904,2.3545,1.4027,1,1
1,TAP1,0.00010462,2.3519,2.0856,1,1
1,NABP1,0.00010844,2.3482,2.0796,1,1
1,CLU,0.018836,2.3368,1.6342,1,1
1,KLHL5,8.3127e-06,2.3239,2.353,1,1
1,RNASE4,1.9056e-06,2.3211,1.8523,1,1
1,ACSF2,2.2524e-05,2.3088,1.8823,1,1
1,DKK1,0.0022331,2.2951,1.9924,1,1
1,COL4A2,0.0015653,2.2825,1.9278,1,1
1,AKR1E2,0.018396,2.2783,1.3947,1,1
1,TMEM63A,2.4346e-05,2.2679,1.8188,1,1
1,MDFIC,0.0087943,2.2678,1.3316,1,1
1,MR1,9.3913e-06,2.26,1.9582,1,1
1,METTL7B,0.016734,2.2574,1.4934,1,1
1,COL12A1,0.0001124,2.2487,2.4674,1,1
1,FBLN1,0.0013457,2.2454,2.0019,1,1
1,PCDH7,0.0027344,2.2342,1.3532,1,1
1,GSDME,0.0040578,2.2281,1.5146,1,1
1,AGRN,1.5816e-05,2.2271,2.194,1,1
1,NMI,0.017137,2.2252,1.3034,1,1
1,DOCK1,1.6452e-07,2.2208,2.3451,1,1
1,LOXL2,0.0025083,2.2208,1.6401,1,1
1,HOMER3,1.5201e-05,2.2195,1.9399,1,1
1,TFAP2C,0.00017184,2.2147,1.6637,1,1
1,PACSIN3,5.2533e-07,2.2059,1.9825,1,1
1,EPDR1,0.00072223,2.2038,1.9772,1,1
1,PDLIM4,0.0094949,2.1952,1.3972,1,1
1,LRP10,1.7806e-05,2.187,1.8638,1,1
1,GULP1,0.02166,2.1838,1.2584,1,1
1,ANXA4,3.4421e-05,2.1808,1.8596,1,1
1,TWIST1,0.00090092,2.1596,1.8951,1,1
1,BNC2,0.0018173,2.1577,1.5615,1,1
1,RHOC,1.1776e-06,2.1437,2.5067,1,1
1,PAPSS2,0.0015653,2.1384,2.0025,1,1
1,ALDH1A3,0.00019413,2.1315,1.6206,1,1
1,FSTL3,5.4121e-05,2.1295,1.8556,1,1
1,NOG,3.7843e-05,2.1261,1.7155,1,1
1,CYP1B1,0.0022992,2.1235,1.5774,1,1
1,IKBIP,2.8077e-06,2.1055,1.9591,1,1
1,DSE,0.0007696,2.1027,1.4846,1,1
1,PLCD3,2.6902e-06,2.0984,1.9906,1,1
1,EGFL7,0.0038387,2.0983,1.5143,1,1
1,NKX2-5,0.0073352,2.0967,1.3066,1,1
1,MKX,0.0024366,2.0956,1.1289,1,1
1,TNFSF9,5.7525e-07,2.0932,1.8493,1,1
1,CCL2,6.0501e-05,2.0787,2.0763,1,1
1,CSF1,1.349e-05,2.078,1.6339,1,1
1,ACOT9,9.0221e-07,2.0755,2.4115,1,1
1,FRMD6,0.00016595,2.0593,2.0956,1,1
1,RGS10,0.00010092,2.0583,2.0213,1,1
1,APOBEC3C,0.0027346,2.0528,1.4184,1,1
1,LRRC8E,3.3132e-05,2.04,1.4275,1,1
1,TUBB6,0.0023671,2.0308,1.7777,1,1
1,PTGR1,0.0007696,2.0241,1.8823,1,1
1,PLAU,0.00019412,2.021,1.9547,1,1
1,BAG3,5.2837e-06,2.0115,1.944,1,1
1,LAMB1,0.0037331,2.0115,1.6556,1,1
1,PDGFA,0.00050664,2.011,1.4303,1,1
1,ELK3,9.0179e-06,2.0105,2.196,1,1
1,ERBB2,0.00017796,2.009,1.4448,1,1
1,ZNF185,6.8936e-07,1.9995,1.944,1,1
1,SRPX,0.0028141,1.9995,1.3715,1,1
1,TGFBR2,0.00045924,1.9982,2.0369,1,1
1,AMOTL2,0.00018427,1.9929,2.1466,1,1
1,TNFRSF1A,6.7594e-05,1.9898,2.0688,1,1
1,PLD1,4.6597e-05,1.9862,1.6252,1,1
1,TEAD4,5.753e-07,1.9833,1.8752,1,1
1,PROCR,0.0067808,1.9732,1.8126,1,1
1,C1QL4,0.00065622,1.9656,1.5133,1,1
1,NECTIN3,0.02068,1.9631,1.2128,1,1
1,S1PR5,1.296e-05,1.9617,1.4834,1,1
1,BCL9L,6.2367e-06,1.957,1.7062,1,1
1,BIRC3,0.00035231,1.9567,2.0719,1,1
1,PDE4A,0.00057693,1.9493,1.2906,1,1
1,UACA,1.9904e-06,1.9461,2.1648,1,1
1,SIX5,6.0198e-07,1.9443,1.7827,1,1
1,GLI1,1.2307e-06,1.943,1.7899,1,1
1,PROSER2,3.9412e-06,1.9418,1.8239,1,1
1,PGGHG,0.00013917,1.9393,1.5167,1,1
1,MYO1C,5.753e-07,1.9346,1.8594,1,1
1,IL15RA,4.1802e-07,1.9314,1.8051,1,1
1,IL27RA,2.7343e-05,1.9279,1.6538,1,1
1,ARPIN,0.00021167,1.9277,1.4572,1,1
1,ATXN1,0.0046563,1.9168,1.2558,1,1
1,ARID5B,0.0014738,1.9149,1.6472,1,1
1,SGK1,0.0011199,1.9097,2.086,1,1
1,PLXDC2,0.0035792,1.9073,1.3554,1,1
1,NID1,0.011047,1.8997,1.6023,1,1
1,CRTAP,1.0184e-05,1.8992,1.802,1,1
1,FNDC3B,3.4421e-05,1.8958,1.6495,1,1
1,HOXC8,0.00081974,1.8957,1.3576,1,1
1,HAPLN3,1.9262e-05,1.8941,2.2949,1,1
1,TCF7L2,2.5773e-06,1.8936,1.702,1,1
1,GADD45B,1.0604e-05,1.8926,2.2467,1,1
1,BMP4,0.00067758,1.8916,1.4083,1,1
1,QKI,7.889e-07,1.8868,1.9541,1,1
1,ANG,6.4992e-06,1.8799,1.6062,1,1
1,FGF2,1.852e-05,1.8789,1.8136,1,1
1,GLIS3,0.024013,1.8783,1.5182,1,1
1,RAB3IL1,7.3525e-06,1.875,1.7614,1,1
1,CLIP4,0.012508,1.8712,1.4661,1,1
1,S1PR3,1.2453e-05,1.8704,1.49,1,1
1,FAH,6.4994e-06,1.8703,1.971,1,1
1,MMP17,0.0046564,1.8668,1.4095,1,1
1,LMNA,5.2837e-06,1.8667,2.0358,1,1
1,CELSR1,0.00049035,1.8663,1.4541,1,1
1,RBMS1,1.1964e-05,1.8631,2.0076,1,1
1,NPAS2,5.5135e-05,1.8626,1.8045,1,1
1,ICAM5,0.00081984,1.8608,1.4947,1,1
1,INAVA,0.013798,1.8569,1.3761,1,1
1,ADAM9,1.4674e-06,1.8487,1.6648,1,1
1,VMP1,0.00036427,1.8367,1.3128,1,1
1,HERC5,0.0019282,1.8237,1.2913,1,1
1,EGR1,0.013139,1.8207,1.3971,1,1
1,SH3BGRL,0.0042883,1.8207,1.8767,1,1
1,SLC25A43,0.0001165,1.8154,1.6237,1,1
1,EHBP1L1,3.1904e-06,1.8089,1.9083,1,1
1,SCARA3,0.0028139,1.8058,1.2141,1,1
1,SUGCT,1.0311e-06,1.8023,2.0459,1,1
1,SCARF2,0.00065617,1.8015,1.4042,1,1
1,CERCAM,5.9839e-06,1.7917,1.7953,1,1
1,ZCCHC24,4.4712e-06,1.7878,1.6697,1,1
1,HSPB1,0.00044439,1.7814,1.7139,1,1
1,BCL3,3.5759e-05,1.7784,1.7076,1,1
1,ATF7IP2,0.009256,1.7782,1.6453,1,1
1,GFPT2,9.7798e-06,1.7764,1.7475,1,1
1,SH3KBP1,5.0226e-05,1.7751,1.9955,1,1
1,LDLRAP1,2.2524e-05,1.7711,1.6729,1,1
1,NOTCH1,0.00019413,1.7709,1.6337,1,1
1,PHLDA3,0.0070535,1.7706,1.3276,1,1
1,LTBP2,0.00029782,1.7684,1.6408,1,1
1,SLC47A1,3.1887e-05,1.7671,1.6378,1,1
1,POLD4,7.013e-05,1.7647,1.5345,1,1
1,ADAMTS1,0.00016887,1.7617,1.5524,1,1
1,HOXA1,0.0001547,1.7585,1.2848,1,1
1,EID3,0.0017123,1.7556,1.7112,1,1
1,TMEM45A,0.0034322,1.7547,1.6591,1,1
1,MYL12A,6.2367e-06,1.751,1.6752,1,1
1,RNF207,0.0028141,1.7457,1.4549,1,1
1,TRIM59,0.001228,1.7442,1.1948,1,1
1,GNG12,0.00050664,1.7413,1.8261,1,1
1,FEZ2,1.4674e-06,1.7382,1.6954,1,1
1,RILP,0.0010859,1.7378,1.2408,1,1
1,KCTD11,3.4727e-06,1.7378,1.7515,1,1
1,HEXB,1.2862e-06,1.7362,1.7108,1,1
1,PARP14,0.0023671,1.7358,1.2971,1,1
1,ANTXR1,0.007729,1.7341,1.336,1,1
1,PARP3,3.0689e-05,1.7314,1.4415,1,1
1,TRPM4,4.8379e-05,1.7301,1.4519,1,1
1,DRAM1,4.5813e-07,1.7255,1.9701,1,1
1,PLEC,6.7728e-06,1.7245,1.5229,1,1
1,VCL,2.6321e-07,1.7241,1.9623,1,1
1,SERTAD1,2.5774e-06,1.7234,1.5465,1,1
1,SLC35D2,0.0030654,1.7228,1.4201,1,1
1,FUOM,0.00049035,1.7217,1.6566,1,1
1,FAT1,0.0014299,1.7216,1.798,1,1
1,SPATA20,7.547e-05,1.7209,1.3993,1,1
1,FAM114A1,0.00079435,1.7195,1.665,1,1
1,SLC12A4,0.00044439,1.7161,1.5987,1,1
1,TRIP10,2.3975e-07,1.7084,2.3075,1,1
1,APOBEC3G,0.00095906,1.708,1.4517,1,1
1,PDLIM7,3.8131e-07,1.7061,1.8804,1,1
1,PCOLCE,0.0014299,1.7024,1.7124,1,1
1,ADAMTSL5,3.0688e-05,1.7018,1.5406,1,1
1,PLS3,0.00081984,1.6974,1.9168,1,1
1,MYOF,0.00012964,1.6871,2.3298,1,1
1,TTC23,0.00010462,1.6846,1.2815,1,1
1,CCDC80,0.00037039,1.6801,1.6042,1,1
1,CPNE7,0.012508,1.6801,1.2486,1,1
1,TMCO4,0.0022992,1.672,1.1059,1,1
1,DECR1,0.0039469,1.6688,1.3151,1,1
1,CRISPLD1,0.0042883,1.6686,1.3376,1,1
1,AHNAK2,3.0688e-05,1.6678,2.0528,1,1
1,IL1R1,8.435e-07,1.6633,1.7337,1,1
1,SNX33,7.3528e-06,1.6619,1.558,1,1
1,SDSL,0.0040578,1.6613,1.3336,1,1
1,CD68,2.4345e-05,1.6582,2.6503,1,1
1,EVA1B,0.0024367,1.6574,1.3277,1,1
1,FBN1,0.00049034,1.6555,1.8569,1,1
1,C3,0.0001104,1.6552,1.7893,1,1
1,RB1,0.011047,1.6542,1.1682,1,1
1,METRNL,0.00092958,1.6446,1.6126,1,1
1,ELL2,0.0054795,1.6427,1.1363,1,1
1,SMARCD3,0.0029794,1.6395,1.2228,1,1
1,FGFR3,0.0039469,1.6379,1.086,1,1
1,CLCF1,5.6999e-08,1.6377,1.8482,1,1
1,SPEF2,0.00014673,1.637,1.2042,1,1
1,GATA4,0.0066915,1.6256,1.0775,1,1
1,ITPRIPL2,0.00095906,1.6176,1.2787,1,1
1,ASAP3,0.00012512,1.6175,1.6095,1,1
1,SH3D19,0.00019079,1.6174,1.2784,1,1
1,MAP3K8,1.3739e-06,1.6078,1.5737,1,1
1,RPL39L,0.00023468,1.6056,2.0789,1,1
1,PLOD1,8.3127e-06,1.5971,1.6325,1,1
1,BTNL9,0.0041143,1.5931,1.5328,1,1
1,HSBP1L1,0.00011241,1.5921,1.3401,1,1
1,CD9,0.00035231,1.5921,2.2943,1,1
1,LRRC6,0.001228,1.592,1.0735,1,1
1,GUCY1B1,0.023741,1.5915,1.1314,1,1
1,BHLHE40,0.0083534,1.5862,1.3737,1,1
1,MCOLN2,0.012508,1.5854,1.0489,1,1
1,RILPL2,5.2837e-06,1.5823,1.5759,1,1
1,RHBDF2,0.0001547,1.5763,1.4398,1,1
1,IL32,6.2782e-05,1.5749,1.8818,1,1
1,IFI44,0.019283,1.5746,1.5341,1,1
1,TRIM16L,0.0083534,1.5737,1.0724,1,1
1,ADGRL2,0.015953,1.5718,1.8009,1,1
1,MAT2B,3.9926e-07,1.5706,1.461,1,1
1,VSIG10L,0.00040243,1.5705,1.1829,1,1
1,TPM4,4.7955e-07,1.5675,1.5767,1,1
1,PDLIM2,0.00010462,1.566,1.6314,1,1
1,FOSL1,4.1112e-06,1.5606,2.6809,1,1
1,PRRX2,0.00065597,1.5606,1.7328,1,1
1,KIF13A,2.1663e-05,1.5554,1.7855,1,1
1,UBTD1,9.4334e-07,1.5536,1.6422,1,1
1,NAB2,1.8958e-07,1.5471,1.8999,1,1
1,IFIT1,0.00021909,1.5419,1.2769,1,1
1,GJB2,0.0081403,1.5409,1.4264,1,1
1,COL27A1,7.2752e-05,1.5395,1.2257,1,1
1,CMTM3,1.5201e-05,1.5394,1.7509,1,1
1,NTF4,6.8859e-07,1.5394,1.3893,1,1
1,TMEM159,0.0017641,1.5382,1.4387,1,1
1,COL5A2,0.0071468,1.5373,2.6671,1,1
1,MAP3K6,1.9263e-05,1.5357,1.4359,1,1
1,FAM20C,0.00072215,1.5346,1.7548,1,1
1,JDP2,0.0081404,1.5336,1.1122,1,1
1,ANGPTL4,0.0053335,1.5308,2.0126,1,1
1,HOXC6,0.0016129,1.5297,1.5396,1,1
1,EVC,4.8612e-06,1.529,1.3729,1,1
1,CARD10,2.1663e-05,1.5274,1.6941,1,1
1,SHISA4,0.0013054,1.5262,1.3413,1,1
1,EOGT,4.5813e-07,1.5242,1.6204,1,1
1,EDN1,8.4196e-05,1.5212,1.5102,1,1
1,IQSEC2,8.1192e-05,1.5198,1.3633,1,1
1,RBMS2,3.4728e-06,1.5165,1.7716,1,1
1,AGTRAP,3.7145e-05,1.513,1.3826,1,1
1,VAX1,0.0077057,1.5127,0.7916,1,1
1,ARHGAP10,6.0504e-05,1.5099,1.6438,1,1
1,LAMC1,3.7791e-06,1.5085,1.6367,1,1
1,TAX1BP3,2.1701e-06,1.5076,1.4368,1,1
1,SUCLG2,2.8077e-06,1.5046,1.5314,1,1
1,NEDD4,9.8628e-07,1.5026,1.8379,1,1
1,SORBS3,0.00044439,1.5025,1.5987,1,1
1,SNAP23,3.17e-07,1.5,1.4167,1,1
1,MYRF,0.0039469,1.498,0.83817,1,1
1,OSGIN1,2.9532e-05,1.4962,1.2926,1,1
1,ITGA2,0.0022992,1.4907,1.4047,1,1
1,ENDOD1,5.6174e-05,1.4883,1.4566,1,1
1,NFKBIZ,0.00353,1.486,1.0305,1,1
1,SLFN5,0.00020448,1.4853,1.5162,1,1
1,FIBCD1,0.024013,1.4806,0.90252,1,1
1,NPHP3,8.628e-07,1.4803,1.4547,1,1
1,ITGAV,4.8612e-06,1.4773,1.6779,1,1
1,ARPC1B,0.0015653,1.4772,1.366,1,1
1,ORAI3,5.83e-05,1.4769,1.3574,1,1
1,IFITM1,0.00011241,1.476,1.5106,1,1
1,CTSB,0.00016023,1.4736,1.0721,1,1
1,MITF,3.313e-05,1.471,1.3052,1,1
1,GHR,5.0648e-06,1.4672,1.2711,1,1
1,LMX1B,0.00024698,1.4663,1.0644,1,1
1,RBMS3,7.66e-06,1.4654,1.5082,1,1
1,ANLN,8.628e-07,1.4649,1.4033,1,1
1,FZD7,0.00095906,1.4644,1.3737,1,1
1,BMP1,4.4878e-05,1.4619,1.5771,1,1
1,MAP3K20,0.00038934,1.4569,1.2074,1,1
1,GPR157,0.0017641,1.4563,1.126,1,1
1,IFI27L2,7.2754e-05,1.4522,1.6263,1,1
1,FOXF2,2.952e-05,1.4475,1.2254,1,1
1,SFXN3,4.0072e-05,1.4473,1.6085,1,1
1,GAS7,0.00074547,1.4446,1.2961,1,1
1,SLIT3,0.009022,1.4432,1.1167,1,1
1,ADAP1,0.0050528,1.4406,0.92423,1,1
1,NBL1,0.0057817,1.4385,1.1961,1,1
1,SUMF1,3.9418e-06,1.4346,1.4079,1,1
1,MARVELD1,2.8418e-05,1.4338,1.4836,1,1
1,GALNT10,0.00057693,1.4313,1.3923,1,1
1,ADAMTSL4,0.0094949,1.4233,1.2196,1,1
1,C1S,3.8581e-05,1.4223,1.4549,1,1
1,ADTRP,0.0010524,1.4199,1.1804,1,1
1,CRAT,0.0011199,1.4198,1.2662,1,1
1,RAB13,0.00012512,1.4151,1.3946,1,1
1,ADAMTS10,8.4191e-05,1.4091,1.2846,1,1
1,ADORA2B,0.00010092,1.4043,1.5033,1,1
1,THSD4,0.00059588,1.4043,1.1528,1,1
1,ARHGAP31,0.0003523,1.3997,1.2775,1,1
1,PARVB,0.0030654,1.3971,1.4373,1,1
1,TGFB1I1,0.0024367,1.3948,1.364,1,1
1,TMEM35B,0.02166,1.3892,0.52819,1,1
1,TAP2,0.00047456,1.3872,1.5901,1,1
1,PLEKHO2,1.5331e-06,1.3822,1.174,1,1
1,SLC25A24,1.349e-05,1.3814,1.5744,1,1
1,FLNA,0.00036427,1.3813,1.2529,1,1
1,LPCAT2,6.885e-05,1.3813,1.3692,1,1
1,PPFIBP1,0.00012074,1.3804,1.321,1,1
1,ITPR1,5.0226e-05,1.3794,1.3212,1,1
1,CRLF1,0.00353,1.378,1.2138,1,1
1,TMEM144,0.021165,1.3775,0.82913,1,1
1,NFATC1,0.02268,1.3723,1.0157,1,1
1,GM2A,3.6228e-06,1.3705,1.526,1,1
1,CTSO,0.0031536,1.3699,0.88369,1,1
